date,CIN,name,petrol,diesel,gas,electro,hybrid,plugInHybrid,others
01.01.2022,01062,"Stormarn, Landkreis",98523.0,48633,1004,2378,3371,2013,30
01.01.2022,02000,"Hamburg, kreisfreie Stadt",516798.0,239503,5130,13078,24706,14481,151
01.01.2022,03101,"Braunschweig, kreisfreie Stadt",87265.0,46043,1216,4823,3486,2268,28
01.01.2022,03102,"Salzgitter, kreisfreie Stadt",36368.0,18049,652,478,794,370,5
01.01.2022,03103,"Wolfsburg, kreisfreie Stadt",73603.0,37292,506,7112,3077,4848,6
01.01.2022,03151,"Gifhorn, Landkreis",65373.0,40073,906,1748,1413,820,12
01.01.2022,03153,"Goslar, Landkreis",52390.0,25163,694,763,1449,611,12
01.01.2022,03154,"Helmstedt, Landkreis",35386.0,19054,522,769,653,457,7
01.01.2022,03155,"Northeim, Landkreis",57521.0,27912,730,1028,1327,671,25
01.01.2022,03157,"Peine, Landkreis",56098.0,26676,985,1088,968,691,10
01.01.2022,03158,"Wolfenbüttel, Landkreis",49507.0,23218,765,1052,1065,548,13
01.01.2022,03159,"Göttingen, Landkreis",119822.0,57248,1550,2168,3474,1680,26
01.01.2022,03241,"Region Hannover, Landkreis",388218.0,173820,5664,7773,12734,6988,136
01.01.2022,03251,"Diepholz, Landkreis",90187.0,47231,1357,1670,2588,1276,32
01.01.2022,03252,"Hameln-Pyrmont, Landkreis",62915.0,26815,858,1038,1472,728,18
01.01.2022,03254,"Hildesheim, Landkreis",108880.0,47286,1389,1772,2688,1430,29
01.01.2022,03255,"Holzminden, Landkreis",30103.0,13622,475,407,541,357,9
01.01.2022,03256,"Nienburg (Weser), Landkreis",48196.0,27001,955,934,1440,558,15
01.01.2022,03257,"Schaumburg, Landkreis",68707.0,29961,1106,1368,1794,767,19
01.01.2022,03351,"Celle, Landkreis",69315.0,37754,979,1176,1673,988,24
01.01.2022,03352,"Cuxhaven, Landkreis",78789.0,44077,1451,1076,2134,793,28
01.01.2022,03353,"Harburg, Landkreis",104374.0,56692,1376,2346,3752,1757,42
01.01.2022,03354,"Lüchow-Dannenberg, Landkreis",17984.0,12060,620,317,310,222,2
01.01.2022,03355,"Lüneburg, Landkreis",65326.0,36177,860,1491,1748,1176,15
01.01.2022,03356,"Osterholz, Landkreis",47767.0,23323,876,891,938,641,16
01.01.2022,03357,"Rotenburg (Wümme), Landkreis",63270.0,47228,1120,1298,1935,926,18
01.01.2022,03358,Heidekreis,53600.0,32913,960,849,1162,688,14
01.01.2022,03359,"Stade, Landkreis",79639.0,42478,962,1441,2443,1150,20
01.01.2022,03360,"Uelzen, Landkreis",36509.0,19120,394,649,688,594,8
01.01.2022,03361,"Verden, Landkreis",54921.0,29307,831,1007,1408,810,14
01.01.2022,03401,"Delmenhorst, kreisfreie Stadt",28648.0,11997,507,360,1066,429,11
01.01.2022,03402,"Emden, kreisfreie Stadt",16530.0,7574,313,435,306,240,4
01.01.2022,03403,"Oldenburg (Oldenburg), kreisfreie Stadt",54807.0,30107,1234,1234,1795,1475,20
01.01.2022,03404,"Osnabrück, kreisfreie Stadt",54109.0,27291,887,1346,2302,1331,13
01.01.2022,03405,"Wilhelmshaven, kreisfreie Stadt",27974.0,10777,550,303,684,238,15
01.01.2022,03451,"Ammerland, Landkreis",48785.0,29420,995,928,1142,653,24
01.01.2022,03452,"Aurich, Landkreis",73478.0,40707,1849,1575,1344,784,14
01.01.2022,03453,"Cloppenburg, Landkreis",50334.0,50175,1146,1121,1093,844,12
01.01.2022,03454,"Emsland, Landkreis",105482.0,92512,2462,2588,2741,1953,15
01.01.2022,03455,"Friesland, Landkreis",41774.0,22421,1095,761,908,544,16
01.01.2022,03456,"Grafschaft Bentheim, Landkreis",42508.0,39392,1657,1261,1301,980,12
01.01.2022,03457,"Leer, Landkreis",61900.0,39531,1737,1141,1218,722,19
01.01.2022,03458,"Oldenburg, Landkreis",50614.0,30897,1210,1005,1363,723,19
01.01.2022,03459,"Osnabrück, Landkreis",143544.0,81159,2307,2805,3872,2034,34
01.01.2022,03460,"Vechta, Landkreis",47145.0,38687,753,1275,1521,956,9
01.01.2022,03461,"Wesermarsch, Landkreis",32697.0,19383,875,482,693,297,13
01.01.2022,03462,"Wittmund, Landkreis",22645.0,13088,558,326,461,197,3
01.01.2022,04011,"Bremen, kreisfreie Stadt",159096.0,73726,2374,2581,6128,3346,40
01.01.2022,04012,"Bremerhaven, kreisfreie Stadt",34095.0,15198,521,464,1297,451,13
01.01.2022,05111,"Düsseldorf, kreisfreie Stadt",191855.0,98573,3070,4572,11824,8844,69
01.01.2022,05112,"Duisburg, kreisfreie Stadt",164556.0,57733,4782,1758,4867,2155,37
01.01.2022,05113,"Essen, kreisfreie Stadt",206929.0,68149,4232,3339,7828,5117,52
01.01.2022,05114,"Krefeld, kreisfreie Stadt",82453.0,31249,2098,1315,2833,1508,24
01.01.2022,05116,"Mönchengladbach, kreisfreie Stadt",96796.0,37035,2468,1504,2819,1809,32
01.01.2022,05117,"Mülheim an der Ruhr, kreisfreie Stadt",68111.0,21206,1148,1183,2288,1392,12
01.01.2022,05119,"Oberhausen, kreisfreie Stadt",82470.0,24605,1880,1081,2336,1047,14
01.01.2022,05120,"Remscheid, kreisfreie Stadt",44329.0,15531,699,701,1522,849,9
01.01.2022,05122,"Solingen, kreisfreie Stadt",68241.0,22650,1146,1563,2768,1485,15
01.01.2022,05124,"Wuppertal, kreisfreie Stadt",122538.0,44514,2214,2082,4235,2477,45
01.01.2022,05154,"Kleve, Landkreis",115892.0,71093,5401,2242,3315,1786,33
01.01.2022,05158,"Mettmann, Landkreis",201734.0,78243,3334,4409,8031,4494,39
01.01.2022,05162,Rhein-Kreis Neuss,186729.0,74010,3388,3401,6785,3479,56
01.01.2022,05166,"Viersen, Landkreis",126059.0,54783,4223,2423,3120,1774,41
01.01.2022,05170,"Wesel, Landkreis",195604.0,78717,6026,3497,5952,2856,42
01.01.2022,05314,"Bonn, kreisfreie Stadt",103632.0,57266,1573,2430,6988,2847,27
01.01.2022,05315,"Köln, kreisfreie Stadt",318926.0,130407,5221,6060,21213,10857,143
01.01.2022,05316,"Leverkusen, kreisfreie Stadt",61736.0,22747,1058,1210,3000,1436,17
01.01.2022,05334,"Städteregion Aachen, Landkreis",197794.0,80840,5463,4262,7150,3900,69
01.01.2022,05358,"Düren, Landkreis",109069.0,47756,2515,2414,3278,1606,52
01.01.2022,05362,Rhein-Erft-Kreis,195065.0,75205,3223,3049,7168,3309,89
01.01.2022,05366,"Euskirchen, Landkreis",84425.0,42530,1732,1543,3920,1632,24
01.01.2022,05370,"Heinsberg, Landkreis",102051.0,52414,4451,1787,3346,1757,25
01.01.2022,05374,Oberbergischer Kreis,116497.0,54864,1942,1997,3582,2048,36
01.01.2022,05378,Rheinisch-Bergischer Kreis,125750.0,46261,2012,2763,4661,2595,29
01.01.2022,05382,Rhein-Sieg-Kreis,249542.0,103734,4512,4414,8187,4042,73
01.01.2022,05512,"Bottrop, kreisfreie Stadt",51143.0,14817,1230,713,1433,578,8
01.01.2022,05513,"Gelsenkirchen, kreisfreie Stadt",89552.0,28082,2151,1032,2881,1199,11
01.01.2022,05515,"Münster, kreisfreie Stadt",91889.0,49464,1632,2847,3330,2335,34
01.01.2022,05554,"Borken, Landkreis",129380.0,88572,4386,3557,3225,2583,22
01.01.2022,05558,"Coesfeld, Landkreis",85500.0,49680,1803,2110,2776,1247,23
01.01.2022,05562,"Recklinghausen, Landkreis",256826.0,84332,5335,3388,7902,3266,77
01.01.2022,05566,"Steinfurt, Landkreis",165921.0,100122,3223,4073,4727,2932,38
01.01.2022,05570,"Warendorf, Landkreis",110877.0,56797,1799,2362,2927,1580,18
01.01.2022,05711,"Bielefeld, kreisfreie Stadt",111430.0,53951,1746,3589,4085,2103,22
01.01.2022,05754,"Gütersloh, Landkreis",146764.0,75300,2088,3387,4267,2862,33
01.01.2022,05758,"Herford, Landkreis",109374.0,46609,1650,2388,3028,1838,27
01.01.2022,05762,"Höxter, Landkreis",56572.0,30605,975,1088,1369,701,16
01.01.2022,05766,"Lippe, Landkreis",141426.0,67372,2573,3005,3435,1954,46
01.01.2022,05770,"Minden-Lübbecke, Landkreis",133434.0,62420,2036,2645,3866,1816,34
01.01.2022,05774,"Paderborn, Landkreis",113437.0,62194,2294,3318,3683,2257,18
01.01.2022,05911,"Bochum, kreisfreie Stadt",149512.0,45045,2534,2871,8455,2731,25
01.01.2022,05913,"Dortmund, kreisfreie Stadt",203622.0,75940,3402,3684,7087,4146,38
01.01.2022,05914,"Hagen, kreisfreie Stadt",69654.0,24986,1031,900,2123,1183,22
01.01.2022,05915,"Hamm, kreisfreie Stadt",67002.0,27741,1046,1160,1822,919,12
01.01.2022,05916,"Herne, kreisfreie Stadt",58113.0,16617,1320,556,1530,672,13
01.01.2022,05954,Ennepe-Ruhr-Kreis,142521.0,47714,2461,2376,4294,2369,30
01.01.2022,05958,Hochsauerlandkreis,105179.0,56945,1290,2174,3365,1750,26
01.01.2022,05962,Märkischer Kreis,173007.0,70206,2453,2407,5486,2891,44
01.01.2022,05966,"Olpe, Landkreis",57747.0,29111,526,1021,1629,1066,17
01.01.2022,05970,"Siegen-Wittgenstein, Landkreis",117528.0,51266,1077,1991,4045,2298,28
01.01.2022,05974,"Soest, Landkreis",123235.0,60839,2119,2883,3061,2304,20
01.01.2022,05978,"Unna, Landkreis",165996.0,63249,2744,2733,5301,2477,52
